name,address,phone,type,delivery_route,beat_name,team_id
"KOMAL GEN STORE","PALTAN BAZAR, KOTWALI PALTAN BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"BISHAN PRO. STORE","OPP WADIA, OPP WADIA","","General Trade","KAULAGARH","KAULAGARH",JA
"KAVERI DEPARTMENTAL STORE","S.CHOWK, SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SHREE KITCHENWARE","CANAL ROAD, CANAL ROAD","+919711022103","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"YOGESH PROVISION STORE","RAJENDER, RAJENDER NAGAR","","General Trade","PANDITVARI","PANDITVARI",JA
"RAMLAL","CASH BAGGRY","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"MAHIMA MEDICAL","RAJEEV NAGAR, RAJEEV NAGAR","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"KAMLESH PRO STORE","RAJEEV NAGAR, RAJEEV NAGAR","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"DIPTI COSMTICS","MOHKAMPUR, DOBHAL CHOWK","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"RAWAT PROV STORE","JOGGIWALA, JOGGIWALA","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"SHRI KRISHNA MEDICAL","RISPINA PULL, RISPINA PULL","","General Trade","KEDARPURAM","KEDARPURAM",JA
"KRISHAN GENERAL STORE","KEDARPURAM, KEDARPURAM","","General Trade","KEDARPURAM","KEDARPURAM",JA
"KHURANA COSMETICS","DHAMAWALA, 137/1 DAHMAWALA RAJA ROAD","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"CHAWLA STORE","SD CROSSING, SD CROSSING","+919897860431","General Trade","SD ROAD","SD ROAD",JA
"KUMAR TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","+919997863304","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"PUSHPA GEN STORE","PREMNAGAR, PREMNAGAR","+919557160860","General Trade","PREM NAGAR","PREM NAGAR",JA
"HIMALAYAN MEDICAL","PREM NAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"GAGNNAT STORE","PANDITVARI, PANDITVARI","+919456111444","General Trade","PANDITVARI","PANDITVARI",JA
"RAM NIWAS","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"UNIYAL MEDICAL","DHARAMPUR, NEAR UNIYAL BAKERS","+918126495219","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"MAHAKAAL DAILY NEEDS","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SHUBHAM DAIRY","HATTHIBARKALA, HATTHIBARKALA","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"PERFECT VALUE","SHIMLA BYPASS, SHIMLA BYPASS","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"MD DEPT. STORE","NESHVILLA ROAD, NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"SAROJ COSMETIC","RAJPUR, RAJPUR","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"GUPTA STORE","RAJPUR, RAJPUR","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"HR MEDICAL","TAPOVAN, TAPOVAN ROAD","","General Trade","RAIPUR","RAIPUR",JA
"AL-SHIFA MEDICAL STORE","SEWALA KAL, SEWLA KALA","","General Trade","PATEL NAGAR","PATEL NAGAR",JA
"SWASTIK MEDICAL","TURNER ROAD, TUNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"PRADHAN MANTRI JAN AUSHDI","RAIPUR, RAIPUR","+918800622190","General Trade","RAIPUR","RAIPUR",JA
"SAHASTRADHARA CHEMIST","SD ROAD, SD ROAD","","General Trade","SD ROAD","SD ROAD",JA
"RAWAT BROTHERS","PREMNAGAR, THAKURPUR ROAD","","General Trade","PREM NAGAR","PREM NAGAR",JA
"ANSH PROV","SWELA KALA, SEWLA KALA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"NARENDER FLORIST","CLEMENT TOWN, CLEMENT TOWN","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"JAISWAL MEDICAL STORE","RACE COURSE, DOON HOSPITAL","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"SWATI BEAUY PARLOUR","JHANDA BAZAR, JHANDA BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SHARDA COSMETICS","MOHKAMPUR, MOHKAMPUR","","General Trade","HARRAWALA","HARRAWALA",JA
"BAILWAL COSMETICS","RAJEEV NAGAR, RAJEEV NAGAR","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"AADINETRA MEDICOSE","CANAL ROAD, CANAL ROAD","+917534824365","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"JAHAJEE DEPARTMENTAL STORE","DIT, MUSSOORIEE ROAD","+911353144171","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"SHANNU PRO STORE","GMS ROAD, GMS ROAD","+919634581007","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"GROCERIA STORE","PACIFIC GOLF STATE, SD ROAD","+919551111123","General Trade","SHOP CLOSED","SHOP CLOSED",JA
"SUNDRAM NARAYAN INDUSTRY","SD ROAD, MANDAKINI VIHAR","+917302907321","General Trade","SD ROAD","SD ROAD",JA
"SHRI KRISHNA MEDICAL & GEN- KAULAGA","RAJENDER NAGAR","+919858158122","General Trade","PANDITVARI","PANDITVARI",JA
"DOON GEN STORE","CLEMENT TOWN UR, UNREGISTERED","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"RIDDHI SIDDHI ENTERPRISES","HALDWANI","","General Trade","OUTER","OUTER",JA
"N.B. STORE","SHIMLA BYPASS, SHIMLA BYPASS","+918126657775","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"JAIN PROV. STORE","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"HIMALAYAN KITCHEN STORE","KARGI, BANGALI KHOTI CHOWK","+917351057730","General Trade","KARGI","KARGI",JA
"MAHAVEER MEDICAL STORE","TILAK ROAD, TILAK ROAD","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"M.S. ENTERPRISES","PALTAN BAZAR, PALTAN BAZAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"VEDANT ENTERPRISES","SEWLA KALAN, SEWLA KALAN","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"VEGA SUPER STORE","RING ROAD, RING ROAD","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"VALLEY MEDICOS","FUWARA CHOWK, NEAR GRAH SANGRAH","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"OM SAI STORE","NESHVILLA ROAD, NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"AGGARWAL STORE","SARASWATI VIHAR, HATTHIBARKALA","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"AGGARWAL MEDICAL","KALIDAS ROAD, KALIDAS ROAD","+919897244717","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"AMBIKA STORE","RAJPUR, RAJPUR","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"M S MEDICAL","DOON HOSPITAL, DOON HOSPITAL","+918279976507","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"PRO MEDS PHARMACY","DOON HOSPITAL, DOON HOSPITAL","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"MALSI BAKERY","MALSI, NEAR HANUMAN MANDIR","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"VISHAL DEPT. STORE","KARGI, MOTHROWALA ROAD","+919997979195","General Trade","KARGI","KARGI",JA
"NAWANI GENERAL STORE","DHARAMPUR, NEAR ANKIT STORE","+919951736707","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"MAA MEDICAL","MATA MANDIR ROAD, MATA MANDIR ROAD","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
".BELIEVE COSMETICS PRIVATE LIMITED","DEBTOR","","General Trade","OTHER","OTHER",JA
"DAILY NEEDS SUPER MART","CANAL ROAD, CANAL ROAD","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"CROCKERY ProMART","SD ROAD, EKTA VIHAR","+919760161477","General Trade","SD ROAD","SD ROAD",JA
"ELEGANCE","SHARNIMAL BAZAR, SHARNIMAL BAZAR","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"FAMILY STORE","RAJENDER STORE, SIRMOR MARG","+917060777229","General Trade","PANDITVARI","PANDITVARI",JA
"CITY PHARMACY","TURNER ROAD, OPP WELLMED HOSPITAL","+917895220248","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"PANWAR MEDICOS","NESHVILLA ROAD, NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"HEALTH CARE & CURE SURGICALS","DWARIKA STORE DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"OLD RAM 'G' PRO STORE","KARNAPUR, DL ROAD","+916005525892","General Trade","KARANPUR","KARANPUR",JA
"HIMALAYA MEDICAL","RAIPUR, RAIPUR","+918477087275","General Trade","RAIPUR","RAIPUR",JA
"VIJAYA CHEMIST","RING ROAD, LANE NO 10, SHOP KI TIMING OKK NAHI HAI","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"KOTHARI MEDICAL STORE","RAIPUR, RAIPUR","+919012408663","General Trade","RAIPUR","RAIPUR",JA
"RAMOLA MEDICAL","RAIPUR, RAIPUR","+919897932107","General Trade","RAIPUR","RAIPUR",JA
"ROYAL CHEMIST","SEWLA KALA, OPP ANSH PROV","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"BHARTIYA JAN AUSHADI KENDRE","SEWLA, SEWLA KALA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"NEGI MEDICAL","RISPINA PULL, HARIDWAR ROAD","+917895476968","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"DOON FASHION HUB","GANDHI GRAM, GANDHI GRAM","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"LIFE CARE MEDICOS","MATA MANDIR RD, MATA MANDIR ROAD","+917467836936","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"TAVISHI AGENCY","THDC COLONY, NEW STYLISTA PARLOUR","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SAS MARKETING","PATEL NAGAR, GULATI MEDICAL WALI GALI, DEHRADUN","+918279456161","General Trade","OUTER","OUTER",JA
"SIDDHI STORE","CLEMENT TOWN, OPP GRAPHIC ERA","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"GOYAL STORE","NEHRU COLONY, NEHRU COLONY","+919997734811","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"PANKAJ DAIRY","DHARAMPUR, DHARAMPUR","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"SHUBHADRA MEDICOS","DHARAMPUR, DHARAMPUR","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"THE UTENSIL'S STORE","RAJPUR ROAD, HATTHIBARKALA","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"MAHAVEER STORE","MITRALOK COLONY, MITRALOK COLONY","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ORANGE DEPT.","SAI LOK, SAI LOK","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NARESH DAIRY","BALLUPUR, BALLUPUR","","General Trade","KAULAGARH","KAULAGARH",JA
"ZAIN MEDICAL STORE","TAPOVAN RD, NEAR NALAPANI BUS STAND","+917500704453","General Trade","RAIPUR","RAIPUR",JA
"C B MEDICAL","RAIPUR ROAD, RAIPUR ROAD","+919634215227","General Trade","RAIPUR","RAIPUR",JA
"MOHAN DAS PRO STORE","DAKRA, DAKRA","+919411722278","General Trade","KAULAGARH","KAULAGARH",JA
"SMART VALUE STORE","KARGI, KARGI","+917060857244","General Trade","KARGI","KARGI",JA
"ARORA GENERAL & PROV STORE","GMS, 77-DEEP LOK","","General Trade","PANDITVARI","PANDITVARI",JA
"OLD THE FAMILY MART","HATTHIBARKALA, HATTHIBARKALA","+919927679926","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"Z S MEDICOS","KANDOLI, KANDOLI","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"MURLI MAL RAM DAS SHAH","KOTWALI, KOTWALI","+919897522022","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"ABHAY MOBILE","PREMNAGAR, NEAR SONI MEDICAL","","General Trade","PREM NAGAR","PREM NAGAR",JA
"GUPTA MEDICOS","CHAKRATA ROAD, NEAR PRABHAT","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"DAILY ESSENTIAL","KALIDAS ROAD, KALIDAS ROAD","+919719077528","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"HINDWAN MEDICAL STORE","KARGI ROAD, KARGI ROAD","941294970","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"MOHINI SALES","KOTWALI, PALTAN BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"RETAIL CUSTOMER A/C","","","General Trade","Unassigned","Unassigned",JA
"HARSH PRO STORE","KAULAGARH, KAULAGARH","+919761627085","General Trade","KAULAGARH","KAULAGARH",JA
"T.GAGA","BUDDHA TEMPLE, BUDDHA TEMPLE","+917895161907","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"AMBROSE FARMS PVT. LTD.","RAJENDER, RAJENDER NAGAR","+917536001232","General Trade","PANDITVARI","PANDITVARI",JA
"GOYAL DEPT. STORE","SAI LOK, SAI LOK","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SHRINGAR EMPORIUM","NEW CANTT ROAD, HATHIBARKALA","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"HARSH GENERAL STORE","RAJPUR ROAD, RAJPUR ROAD","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"AGGARWAL MEDICAL HALL","NEW CANTT, 9897321039","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"ANAND WARE HOUSE","KOTWALI, KAMAL MARKET","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"VATAVARAN HOME CARE SHOP","YAMUNA C, YAMUNA COLONY","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ADORE YOURSELF","BANSAL HOME, NEAR BANSAL HOME","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"BALAJI STORE","CLEMENT TOWN, CLEMENT TOWN","+919719215252","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"GOPINATH MEDICAL","HATHIKHANA CHWK, HATHIKHANA","+918171980745","General Trade","RAIPUR","RAIPUR",JA
"GUPTA MEDICOS","SUBHASH NAGAR, SUBHASH NAGAR","+919760503030","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"AMBIKA MEDICAL","SUBHASH NAGAR, SUBHASH NAGAR","+918439870425","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"OLD CARE N CURE","SUBHASH NAGAR, SUBHASH NAGAR","+918171665176","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SHAKTI MEDICOS","CLEMENT TOWN, CLEMENT TOWN","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SHRI GANPATI STORE","POST OFFICE RO, CLEMENT TOWN","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"PUNDORA GEN","MOHKAMPUR, MOHKAMPUR","+917310880450","General Trade","HARRAWALA","HARRAWALA",JA
"KRISHNA MEDICAL STORE","RING ROAD, OPP LAXMI GIFT SHOP","+919634033363","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"CAKE HOUSE","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"MJ MEDICOS","KARANPUR, NEAR JVG TRADERS","+918909489666","General Trade","KARANPUR","KARANPUR",JA
"AKASH STORE","SD ROAD, SD ROAD","+919536128863","General Trade","SD ROAD","SD ROAD",JA
"PANKAJ MEDICAL","PREMNAGAR, NEAR PNB BANK","","General Trade","PREM NAGAR","PREM NAGAR",JA
"OLD VENUS BAKERS","YAMUNA COLONY, YAMUNA COLONY","","General Trade","PANDITVARI","PANDITVARI",JA
"SHRI SAI GEN STORE","CLEMENT TOWN, CLEMENT TOWN","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"RAM STORE","MOHINI ROAD, MOHINI ROAD","+918755812244","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SIDDHI VINAYAK DEPT STORE","DHARAPU, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"MAHALAXMI MEGA STORE","DHARAMPUR, DHARAMPUR CHOWK","+917500838391","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SHREE NARAYAN PHARMACY","NEHRU COLO, NEHRU COLONY","+918193837721","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"GOEL TRADERS","KEDARPURAM, KEDARPURAM","+918384844544","General Trade","KARGI","KARGI",JA
"WELLNESS PHARMACY","JHAKHAN, JHAKHAN","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"BALI MEDICOS","RAJPUR ROAD, RAJPUR ROAD","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"BHANDARI PHARMACY","RAIPUR, RAIPUR","+919997109625","General Trade","RAIPUR","RAIPUR",JA
"LIFE LINE MEDICAL","KARGI, TEA ESTATE ROAD","+918077942574","General Trade","KARGI","KARGI",JA
"DOON PLASTIC TRADERS","HANUMAN CHOW, AKAHARA MOHALLA","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"RAJDHANI 7","SD ROAD, SD ROAD","","General Trade","SHOP CLOSED","SHOP CLOSED",JA
"AGGARWAL MEDICAL","TILAK ROAD, NEAR HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"NARENDER MEDICOS","PATEL NAGAR, SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GROVER GENERAL STORE & BARTAN STORE","PREM NAGAR","+917579181818","General Trade","PREM NAGAR","PREM NAGAR",JA
"RELIABLE MEDICOS","KISHAN NAGAR, KISHAN NAGAR CHOWK","","General Trade","PANDITVARI","PANDITVARI",JA
"THE HEALTH CORNER","KHURBURA, KHURBURA","+918449666664","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GUNGUN BAKER'S","TILAK ROAD, TILAK ROAD","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"VIG DAIRY","KUMAR CHOWK, NEAR NAGESHWAR MANDIR","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"SAHDEV COSMETICS","CHUKKUWALA, LYHASA CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"ALAKNANDA DEPT STORE","CHUKKUWALA, LYHASA CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"KRISHNA MEDICOS","BINDAL PULL, BINDAL PULL","+918881288852","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GUPTA PROV STORE","KHURBHURA, KHURBHURA","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NEGI TRADERS","RAJIV NAGAR, RAJEEV NAGAR","+918958836894","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"MAKEUP BAZAR","PALTAN, PALTAN","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"SHREE RAM CHEMIST","SD ROAD, SD ROAD","+919953550213","General Trade","SD ROAD","SD ROAD",JA
"FRIENDS MEDICAL","DAKRA, DAKRA","","General Trade","KAULAGARH","KAULAGARH",JA
"HEALTH PLANET PHARMACY","KAULAGARH, KAULAGARH","","General Trade","KAULAGARH","KAULAGARH",JA
"KAILASH STORE","DAKRA, DAKRA","","General Trade","KAULAGARH","KAULAGARH",JA
"ANSHIKA MEDICAL","HNIC, HNIC","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OLD SHAKUNTALA MEDICAL STORE","TURN, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"PANWAR GEN STORE","CHANDARBANI, CHANDARBANI","+918077814191","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"SHRI MAYA GURUNG TRADING","CHANDRBA, CHANDRABANI","+916395261776","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"MAHESH ELECTRONIC","BELL ROAD, MOHBEWALA","+919837602288","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"KRISHNA DAIRY ND CONFECTIONARY","NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"OLD BEING STORE","NEW CANTT ROAD, NEW CANTT ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"KRISHNA ELECTRICALS","JHAKHAN, DOON VIHAR","+918126288883","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"BHANDARI PATANJALI STORE","SD ROAD, OPP DAUGHTER CHEMIST IT PARK","+918979984928","General Trade","SD ROAD","SD ROAD",JA
"LAXMI PRO STORE","SD ROAD, IT PARK","+918077896625","General Trade","SD ROAD","SD ROAD",JA
"UNIYAL GEN STORE","SD ROAD, SD ROAD, VERY BAD PAY MASTER","","General Trade","SD ROAD","SD ROAD",JA
"KUMAR ELECTRICALS","SD ROAD, NEAR NEGI STORE","","General Trade","SD ROAD","SD ROAD",JA
"HEEMSHRI GEN STORE","SD ROAD, IT PARK SD ROAD","+918077471363","General Trade","SD ROAD","SD ROAD",JA
"SINGH MEDICAL","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"RAKESH GEN STORE","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"KRISHNA ELECTRICALS","PREMNAGAR, PREM NAGAR OPP KALRA SWEETS","","General Trade","PREM NAGAR","PREM NAGAR",JA
"MAA KI AMANAT","PREMNAGAR, PREMNAGAR","+917454977497","General Trade","PREM NAGAR","PREM NAGAR",JA
"DEEP MEDICOS","PREM NAGAR, PREM NAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"NAUTIYAL STUDIO 99","TAPKESHWAR ROA, GARHI CANTT","+917906259757","General Trade","KAULAGARH","KAULAGARH",JA
"MILKU DAIRY -RAJENDER NAGAR","RAJENDER NAGAR","+919412950001","General Trade","PANDITVARI","PANDITVARI",JA
"BHANDARI COSMETICS","SEWLA KALA, SEWLA KALA","+919997283328","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"MY CARE MEDICAL","SUBHASH NAGAR, NEAR SHAKTI MEDICOS","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"VIJAY GEN STORE","NEHRU GRAM, NEHRU GRAM","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"JUGRAN BAKER'S","RING ROAD, RING ROAD","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"ARTI BAKERS","SD ROAD, NALAPANI CHOWK","","General Trade","SD ROAD","SD ROAD",JA
"ARUN STATIONARY","SD ROAD, SD ROAD","","General Trade","SD ROAD","SD ROAD",JA
"RAMESHWARI'S SHOPPERZ BAY","SD ROAD, ABOVE IT PARK","","General Trade","SD ROAD","SD ROAD",JA
"MADHUR PROV STORE","SEEMA DWAR, SEEMA DWAR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NAVEEN GENERAL STORE","ITBP ROAD, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"KAJAL STAIONARY","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"BANGA ELECTRICALS","BALLIWALA CHOWK, BALLIWALA CHOWK","+917451068440","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RIGHT CLICK","BANSAL HOME, BANSAL HOME","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"RAJDHRAM PRO STORE","SEWLA KALA, SEWLA KALA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"PRAVEEN NEWS AGENCY","DHARMPUR, DHARAMPUR","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"ARV S AND B POINT","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"DOON MOBILE REPAIRING","DHARAMPUR, DHARAMPUR","+918077804875","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"MAHAWAR BOOK DEPOT","NEW CANTT RD, NEW CANTT RD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"OM ELECTRICALS","CANAL ROAD, CANAL ROAD","+918954128431","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"PRADHAN MANTRI JAN AUSHDI","LADPUR, LADPUR","","General Trade","RAIPUR","RAIPUR",JA
"BHAGIRATHI MEDICAL","RAIPUR, RAIPUR","+919458927545","General Trade","RAIPUR","RAIPUR",JA
"BRO PHARMACY","TYAGI ROAD, TYAGI ROAD","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"TAMANNA MEDICAL STORE","MDDA, DALANWALA","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"FAIR DEAL CHEMIST","DOON HOSPITAL, DOON HOSPITAL","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"NEW SUNSHINE MEDICAL STORE","COURT, COURT ROAD","+917978378664","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"DEV BHUMI MEDICAL","BALLIWALA CHOWK, BALLIWALA CHOWK","+918384822083","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RK STORE","RACE COURSE, RACE COURSE","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"GEETA STORE","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"LAXMI MEDICAL STORE","DHARAMPUR, DHARAMPUR","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"AVS ENTERPRISES","DHARAMPUR, DHARAMPUR","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SUVIDHA STORE","CANAL ROAD, CANAL ROAD","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"HIMALAYAN TRADERS","JHANDA BAZAR, NEAR ASHOK JEWELLERS","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SHIVA MEDICAL","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"SHREE SHYAM FOODS","SHIMLA BYPASS, SHIMLA BYPASS","","General Trade","PATEL NAGAR","PATEL NAGAR",JA
"RANA MEDICAL","MOTHROWALA, OPP SHRI RAMA DEPT","+916398886940","General Trade","KARGI","KARGI",JA
"SHRI SIDDHI VINAYAK MEDICAL","KARGI, KARGI","+917037928364","General Trade","KARGI","KARGI",JA
